kraken_taxid	species_name	assembly_accession	ncbi_taxid
136105	UBA6022 sp023257145	GCA_023257145.1	2890869
136106	UBA6022 sp028289015	GCA_028289015.1	2026720
136107	UBA6022 sp028289095	GCA_028289095.1	2026720
136108	UBA6022 sp032154105	GCA_032154105.1	2026720
136109	UBA6022 sp035704495	GCA_035704495.1	2973664
136110	UBA6022 sp036382575	GCA_036382575.1	2973664
136111	UBA6022 sp038319685	GCA_038319685.1	2973664
136112	UBA6022 sp039928925	GCA_039928925.1	2973664
136119	JACKGR01 sp020631895	GCA_020631895.1	2052152
136120	JACKGS01 sp020631865	GCA_020631865.1	2052152
136121	JAGOUG01 sp018061375	GCA_018061375.1	2026720
136122	JAGOUG01 sp041738725	GCA_041738725.1	2973664
136123	JAGQNU01 sp020427905	GCA_020427905.1	2026720
136124	UBA7683 sp002482925	GCA_002482925.1	1953378
136125	VGLK01 sp013333495	GCA_013333495.2	2026720
136126	VGLK01 sp016866755	GCA_016866755.1	2026720
136127	VGLK01 sp905372785	GCA_905372785.1	2026720
136128	VGLK01 sp963555045	GCA_963555045.1	179883
136129	JACKGQ01 sp020631905	GCA_020631905.1	2052152
136130	JAPOWB01 sp026707815	GCA_026707815.1	2026720
136131	JBCCHY01 sp039028495	GCA_039028495.1	2052139
136132	VXPC01 sp009839685	GCA_009839685.1	2026720
136133	DATIHE01 sp035481015	GCA_035481015.1	2910166
136134	DATIHN01 sp035480635	GCA_035480635.1	2973664
136135	DATLOE01 sp035536395	GCA_035536395.1	2052315
136136	JAHWKN01 sp019347875	GCA_019347875.1	2762014
136137	JBBRNT01 sp038230095	GCA_038230095.1	2890869
136138	DATIII01 sp035479795	GCA_035479795.1	2973664
136139	JASLFZ01 sp030150485	GCA_030150485.1	2973664
136140	JASLFZ01 sp035510255	GCA_035510255.1	2973664
136141	JASLFZ01 sp036379755	GCA_036379755.1	2890869
136142	SCTI01 sp004297735	GCA_004297735.1	2052139
136143	DAIDKY01 sp027449805	GCA_027449805.1	1869227
136144	DASXHH01 sp036488585	GCA_036488585.1	2890869
136145	GCA-016699105 sp016699105	GCA_016699105.1	1869227
136146	GCA-016699105 sp036518915	GCA_036518915.1	2890869
136147	JACAFG01 sp019352195	GCA_019352195.1	2026720
136148	JAQZBT01 sp029237755	GCA_029237755.1	2026720
136149	JARIHM01 sp029288275	GCA_029288275.1	2026720
136150	JARIHM01 sp035479295	GCA_035479295.1	2890869
136151	JBBRTP01 sp038244255	GCA_038244255.1	2890869
136152	JBBSBR01 sp038251135	GCA_038251135.1	2890869
136153	JBGTMQ01 sp041743505	GCA_041743505.1	2890869
136154	RYN-427 sp028288925	GCA_028288925.1	2052139
136155	UBA4664 sp002415345	GCA_002415345.1	1948825
136156	UBA4664 sp038244585	GCA_038244585.1	2890869
136157	UBA5169 sp002429485	GCA_002429485.1	1948837
136158	UBA5169 sp035544015	GCA_035544015.1	2890869
136159	UBA5169 sp036266515	GCA_036266515.1	2890869
136160	UBA5169 sp038245115	GCA_038245115.1	2890869
136161	2-12-FULL-50-11 sp001774395	GCA_001774395.1	1797471
136162	BOKZ01 sp016861245	GCA_016861245.1	2052139
136163	BOKZ01 sp021463485	GCA_021463485.1	1869227
136164	BOKZ01 sp040900165	GCA_040900165.1	2052139
136165	CAIMEH01 sp903839975	GCA_903839975.1	1664347
136166	DATIHX01 sp035480235	GCA_035480235.1	2973664
136167	DATKGP01 sp035510775	GCA_035510775.1	2973664
136168	GCA-016432625 sp016432625	GCA_016432625.1	2053521
136169	GCA-016432625 sp022843855	GCA_022843855.1	2052139
136170	JACRAP01 sp016213365	GCA_016213365.1	2053521
136171	JANLIQ01 sp024654065	GCA_024654065.1	2053521
136172	JANLIQ01 sp030650195	GCA_030650195.1	2053521
136173	JANLIQ01 sp038058635	GCA_038058635.1	2052139
136174	JANLIQ01 sp038078495	GCA_038078495.1	2052139
136175	JBGOUP01 sp041477655	GCA_041477655.1	2052139
136176	DASWYB01 sp036405195	GCA_036405195.1	2052139
136177	JBGPML01 sp041486955	GCA_041486955.1	2052139
136178	CAILIB01 sp903834195	GCA_903834195.1	1664347
136179	CALBLZ01 sp937895715	GCA_937895715.1	1664347
136180	DATHWI01 sp035460805	GCA_035460805.1	2499141
136181	DATHWI01 sp038322405	GCA_038322405.1	2052139
136182	JAGVEG01 sp020058355	GCA_020058355.1	2053521
136183	JAJFBK01 sp037131105	GCA_037131105.1	1869227
136184	JALHQF01 sp022842085	GCA_022842085.1	2052139
136185	REEB54 sp018968785	GCA_018968785.1	2052139
136186	JAUSJZ01 sp030647115	GCA_030647115.1	1869227
136187	CAJBMM01 sp903954185	GCA_903954185.1	1664347
136188	DAHXOW01 sp027364665	GCA_027364665.1	1869227
136189	JBAZWC01 sp041660565	GCA_041660565.1	2052139
136190	DATEAH01 sp035288465	GCA_035288465.1	2052139
136191	CG2-30-39-44 sp002789815	GCA_002789815.1	1974508
136192	VMGK01 sp007376535	GCA_007376535.1	2017147
136193	CG2-30-43-20 sp002780235	GCA_002780235.1	1974510
136194	GWA2-35-9 sp000991185	GCA_000991185.1	1618333
136195	GWA2-35-9 sp002793435	GCA_002793435.1	1974499
136196	JACPKC01 sp016187225	GCA_016187225.1	2053521
136197	JACQIO01 sp016198415	GCA_016198415.1	2053521
136198	JAGQLE01 sp020429585	GCA_020429585.1	2053521
136199	JBBUCD01 sp038057955	GCA_038057955.1	2052139
136200	JAGGWG01 sp021157605	GCA_021157605.1	1869227
136201	JAQVDI01 sp028698375	GCA_028698375.1	2052139
136202	JAGVHQ01 sp020056565	GCA_020056565.1	2053521
136203	JAHJRZ01 sp018830605	GCA_018830605.1	2052139
136204	JAHJRZ01 sp026397195	GCA_026397195.1	2053521
136205	DAOVQR01 sp030628575	GCA_030628575.1	1869227
136206	JAPLVJ01 sp026397155	GCA_026397155.1	2053521
136207	JBAYJO01 sp041665085	GCA_041665085.1	2052139
136208	JBBRAU01 sp038206475	GCA_038206475.1	2052139
136209	JBBTZN01 sp038061355	GCA_038061355.1	2052139
136210	DATEAX01 sp035288145	GCA_035288145.1	2052139
136211	JAENIV01 sp016844295	GCA_016844295.1	2053521
136212	JAMCZU01 sp023485405	GCA_023485405.1	2052139
136213	JAMCZU01 sp041666185	GCA_041666185.1	2052139
136214	JBBUEO01 sp038056915	GCA_038056915.1	2052139
136215	CAIRFN01 sp037127955	GCA_037127955.1	2053521
136216	CAIRFN01 sp903877885	GCA_903877885.1	1664347
136217	GWE1-39-12 sp001029735	GCA_001029735.1	1618337
136218	GCA-002773005 sp002771215	GCA_002771215.1	1974724
136219	1-14-0-10-41-12 sp002778735	GCA_002778735.1	1974513
136220	JAOUGE01 sp029865605	GCA_029865605.1	2053521
136221	JAPLVK01 sp026397175	GCA_026397175.1	2053521
136222	MWBO01 sp002071685	GCA_002071685.1	1852829
136223	DATEBX01 sp035287145	GCA_035287145.1	2052139
136224	UBA1384 sp002305395	GCA_002305395.1	1953273
136225	UBA1384 sp017992655	GCA_017992655.1	2052139
136226	JAUSIS01 sp030647355	GCA_030647355.1	1869227
136227	VFKW01 sp009885355	GCA_009885355.1	2053521
136228	1-14-0-10-43-13 sp002773985	GCA_002773985.1	1974514
136229	1-14-0-10-43-13 sp030649445	GCA_030649445.1	1869227
136230	DAOOSE01 sp035389625	GCA_035389625.1	1869227
136231	ELA241 sp037140515	GCA_037140515.1	2053521
136232	JAKJEK01 sp022705465	GCA_022705465.1	2052139
136233	JAMCZZ01 sp041649155	GCA_041649155.1	2052139
136234	JAPLVL01 sp026397135	GCA_026397135.1	2053521
136235	JBAWZC01 sp037143235	GCA_037143235.1	2053521
136236	JBAXQZ01 sp037131475	GCA_037131475.1	1869227
136237	JBAYHC01 sp041666325	GCA_041666325.1	2052139
136238	JBAYVE01 sp041674765	GCA_041674765.1	2052139
136239	JBAZBD01 sp041671645	GCA_041671645.1	2052139
136240	JBBQQK01 sp038216025	GCA_038216025.1	2052139
136241	JBBTQI01 sp038078835	GCA_038078835.1	2052139
136242	CAINNR01 sp026397235	GCA_026397235.1	2053521
136243	CAINNR01 sp037128645	GCA_037128645.1	2053521
136244	CAINNR01 sp037142675	GCA_037142675.1	2053521
136245	CAINNR01 sp903851235	GCA_903851235.1	1664347
136246	JAPLVH01 sp026397205	GCA_026397205.1	2053521
136247	JAQVAO01 sp028690755	GCA_028690755.1	2052139
136248	JBAZJN01 sp041651295	GCA_041651295.1	2052139
136249	JAKAMI01 sp021812945	GCA_021812945.1	1869227
136250	JBAYVT01 sp041674405	GCA_041674405.1	2052139
136251	MWCM01 sp002070055	GCA_002070055.1	1866924
136252	XYA2-FULL-43-10 sp001776195	GCA_001776195.1	1797472
136253	0-14-0-20-40-13 sp002774285	GCA_002774285.1	1975084
136254	JAHINB01 sp018896215	GCA_018896215.1	2052139
136255	2-01-FULL-39-13 sp001772665	GCA_001772665.1	1802624
136256	GCA-002789015 sp002789015	GCA_002789015.1	1975077
136257	GCA-002789015 sp943354835	GCA_943354835.1	2053526
136258	JALWZX01 sp027002375	GCA_027002375.1	2053526
136259	JAUPVU01 sp030916925	GCA_030916925.1	2052139
136260	JAACPI01 sp009995545	GCA_009995545.1	1869227
136261	JAQBTZ01 sp027624675	GCA_027624675.1	1869227
136262	9FT-COMBO-53-11 sp001443395	GCA_001443395.1	1576480
136263	9FT-COMBO-53-11 sp001772805	GCA_001772805.1	1802613
136264	9FT-COMBO-53-11 sp035291485	GCA_035291485.1	2052139
136265	9FT-COMBO-53-11 sp040900215	GCA_040900215.1	2052139
136266	BTRF01 sp036986255	GCA_036986255.1	2052139
136267	JAUXIZ01 sp030620855	GCA_030620855.1	2053526
136268	CG2-30-40-12 sp002770755	GCA_002770755.1	1975095
136269	CG2-30-40-12 sp018817085	GCA_018817085.1	2052139
136270	JAMCXX01 sp023474425	GCA_023474425.1	2052139
136271	JBBTUG01 sp038063895	GCA_038063895.1	2052139
136272	JAPLWK01 sp026396615	GCA_026396615.1	2053526
136273	JAUXAW01 sp030619715	GCA_030619715.1	2053526
136274	JAYEID01 sp034659915	GCA_034659915.1	2052139
136275	PEYW01 sp002774225	GCA_002774225.1	1975087
136276	2-01-FULL-41-18 sp001772615	GCA_001772615.1	1802616
136277	JBBTST01 sp038064575	GCA_038064575.1	2052139
136278	2-01-FULL-42-13 sp001772625	GCA_001772625.1	1802617
136279	2-02-FULL-38-14 sp001772865	GCA_001772865.1	1802620
136280	CAIRNR01 sp903879985	GCA_903879985.1	422285
136281	CAMDGN01 sp945897985	GCA_945897985.1	2053526
136282	DATIHK01 sp035480775	GCA_035480775.1	2973664
136283	GWB1-41-6 sp000997355	GCA_000997355.1	1619112
136284	JAAZNL01 sp012798315	GCA_012798315.1	2053526
136285	JAAZNV01 sp012798115	GCA_012798115.1	2053526
136286	JAAZNV01 sp018825365	GCA_018825365.1	2052139
136287	JAAZNV01 sp019428825	GCA_019428825.1	2052139
136288	JAAZNV01 sp022710505	GCA_022710505.1	2052139
136289	JAAZNV01 sp035358315	GCA_035358315.1	1869227
136290	JAAZNV01 sp035374605	GCA_035374605.1	1869227
136291	JACKGU01 sp020631855	GCA_020631855.1	2052152
136292	JACPGI01 sp016182565	GCA_016182565.1	2053526
136293	JAFGOI01 sp016926555	GCA_016926555.1	2052139
136294	JAGPFW01 sp018056275	GCA_018056275.1	2052139
136295	JAGQNX01 sp020427865	GCA_020427865.1	2053526
136296	JAHIRX01 sp018818485	GCA_018818485.1	2052139
136297	JAUMAA01 sp032117075	GCA_032117075.1	2052139
136298	JBAZBO01 sp041671425	GCA_041671425.1	2052139
136299	JBBAAW01 sp041658075	GCA_041658075.1	2052139
136300	MEUV01 sp001772575	GCA_001772575.1	1802612
136301	MEVN01 sp001772985	GCA_001772985.1	1802630
136302	OXYB2-FULL-41-6 sp001773215	GCA_001773215.1	1802644
136303	OXYD1-FULL-39-9 sp001773295	GCA_001773295.1	1802649
136304	OXYD1-FULL-39-9 sp003599255	GCA_003599255.1	2053526
136305	T3SED10-354 sp003564915	GCA_003564915.1	2053526
136306	UBA10185 sp000994815	GCA_000994815.1	1619125
136307	UBA1379 sp002305475	GCA_002305475.1	1953405
136308	UBA1397 sp002305205	GCA_002305205.1	1953406
136309	UBA1401 sp002305115	GCA_002305115.1	1953407
136310	UBA8498 sp000503835	GCA_000503835.1	1394710
136311	UBA8498 sp000996895	GCA_000996895.1	1619123
136312	UBA8498 sp001773135	GCA_001773135.1	1802640
136313	UBA8498 sp001773255	GCA_001773255.1	1802648
136314	UBA8498 sp001773385	GCA_001773385.1	1802652
136315	UBA8498 sp026004595	GCA_026004595.1	2052139
136316	UBA8498 sp938004185	GCA_938004185.1	422285
136317	WJKK01 sp014729135	GCA_014729135.1	2053526
136318	B129-G9 sp003644325	GCA_003644325.1	2026780
136319	B129-G9 sp030622295	GCA_030622295.1	2026780
136320	JAUWEX01 sp030607235	GCA_030607235.1	2026780
136321	JAJDCN01 sp029260815	GCA_029260815.1	2026780
136322	B143-G9 sp003644275	GCA_003644275.1	2026780
136323	JAXHMW01 sp034521065	GCA_034521065.1	2026780
136324	JBAZOJ01 sp041648755	GCA_041648755.1	2517210
136325	BQJR01 sp021604805	GCA_021604805.1	2026780
136326	DASUFI01 sp036274635	GCA_036274635.1	2026780
136327	JACKHP01 sp020638905	GCA_020638905.1	2026780
136328	JAJDER01 sp029259725	GCA_029259725.1	2026780
136329	JAUIEF01 sp029245865	GCA_029245865.1	2026780
136330	JAUIEF01 sp030428785	GCA_030428785.1	1869227
136331	JAZALG01 sp036229545	GCA_036229545.1	2026780
136332	JBBQUR01 sp038212275	GCA_038212275.1	2026780
136333	OFTM221 sp029259745	GCA_029259745.1	2026780
136334	OFTM347 sp029259715	GCA_029259715.1	2026780
136335	OFTM49 sp029259695	GCA_029259695.1	2026780
136336	JACQZJ01 sp016213895	GCA_016213895.1	2026780
136337	JACQZJ01 sp020723465	GCA_020723465.1	547188
136338	JADJEK01 sp016709145	GCA_016709145.1	2026780
136339	JADJEK01 sp016795255	GCA_016795255.1	2026780
136340	JAUIEL01 sp030428825	GCA_030428825.1	1869227
136341	DASRRB01 sp035695985	GCA_035695985.1	2026780
136342	DASRRB01 sp036732755	GCA_036732755.1	2026780
136343	JANQQL01 sp028289345	GCA_028289345.1	2026780
136344	SIAN01 sp009691715	GCA_009691715.1	2026780
136345	SIAN01 sp016795285	GCA_016795285.1	2026780
136346	SIAN01 sp016872815	GCA_016872815.1	2026780
136347	SIAN01 sp031409275	GCA_031409275.1	2026780
136348	Anammoxibacter_A sp021777055	GCA_021777055.1	2945017
136349	Anammoxibacter_B sp021777105	GCA_021777105.1	2945017
136350	2-02-FULL-50-16-A sp001828605	GCA_001828605.1	1801984
136351	2-12-FULL-52-36 sp001828545	GCA_001828545.1	1801980
136352	2-12-FULL-52-36 sp016209685	GCA_016209685.1	2026780
136353	2-12-FULL-52-36 sp030018855	GCA_030018855.1	2094028
136354	2-12-FULL-52-36 sp035283825	GCA_035283825.1	2760054
136355	Bathyanammoxibius amoris	GCA_024451685.1	3045451
136356	Bathyanammoxibius sp030598065	GCA_030598065.1	2026780
136357	Bathyanammoxibius sp030623665	GCA_030623665.1	2026780
136358	Bathyanammoxibius sp036475985	GCA_036475985.1	2760054
136359	JAHFOV01 sp023261505	GCA_023261505.1	2026780
136360	JAUQZZ01 sp030586765	GCA_030586765.1	2760054
136361	2-12-FULL-39-13 sp001824485	GCA_001824485.1	1801947
136362	2-12-FULL-39-13 sp023261445	GCA_023261445.1	2026780
136363	Brocadia carolinensis	GCA_002009475.1	1004156
136364	Brocadia fulgida	GCA_021650915.1	2172549
136365	Brocadia pituitae	GCA_017347445.1	2608983
136366	Brocadia sapporoensis	GCF_001753675.2	392547
136367	Brocadia sinica	GCF_000949635.1	1197129
136368	Brocadia sp007618135	GCA_007618135.1	2040625
136369	Brocadia sp011525665	GCA_011525665.1	2172549
136370	Brocadia sp013360945	GCA_013360945.1	2172549
136371	Brocadia sp015075005	GCA_015075005.1	2052181
136372	Brocadia sp021463795	GCA_021463795.1	2172549
136373	Brocadia sp021646415	GCA_021646415.1	2172549
136374	Brocadia sp030837315	GCA_030837315.1	2026780
136375	Brocadia sp030837935	GCA_030837935.1	2172549
136376	Brocadia sp040048245	GCA_040048245.1	2172549
136377	JACVXV01 sp015661205	GCA_015661205.1	2094028
136378	JAHFOW01 sp023261465	GCA_023261465.1	2026780
136379	JBDIVL01 sp039794405	GCA_039794405.1	2094028
136380	Jettenia caeni	GCA_000296795.1	247490
136381	Jettenia ecosi	GCA_005524015.1	2494326
136382	Jettenia sp021650895	GCA_021650895.1	2170669
136383	Kuenenia hertensis	GCA_021646465.1	2996012
136384	Kuenenia sp016873165	GCA_016873165.1	2026780
136385	Kuenenia sp039794105	GCF_039794105.1	2499824
136386	Kuenenia stuttgartiensis_A	GCF_900232105.1	174633
136387	Loosdrechtia aerotolerans	GCA_021646405.1	2916758
136389	PLOWO2-12-38-17 sp001830285	GCA_001830285.1	1801946
136390	RBC-AMX1 sp031316145	GCA_031316145.1	2094028
136391	REEB58 sp018968795	GCA_018968795.1	2026780
136399	SCAELEC01 sp004282745	GCA_004282745.1	2512262
136400	SCAELEC01 sp031316155	GCA_031316155.1	2268189
136401	SCAELEC01 sp031316235	GCA_031316235.1	2268189
136402	Scalindua arabica	GCA_018263435.1	1127984
136403	Scalindua brodae	GCA_007859995.1	2528033
136404	Scalindua japonica	GCF_002443295.1	1284222
136406	Scalindua sp001828595	GCA_001828595.1	1801983
136407	Scalindua sp018648405	GCA_018648405.1	2268189
136408	Scalindua sp018670825	GCA_018670825.1	2268189
136409	Scalindua sp021776915	GCA_021776915.1	2268189
136410	Scalindua sp021777035	GCA_021777035.1	2268189
136411	Scalindua sp022570935	GCA_022570935.1	2026780
136412	Scalindua sp024654465	GCA_024654465.1	2268189
136413	Scalindua sp030748215	GCA_030748215.1	2268189
136414	Scalindua sp913055705	GCA_913055705.1	77133
136415	Scalindua sp919901575	GCA_919901575.1	2094028
136416	Scalindua sp964010955	GCA_964010955.1	77133
136417	Scalindua sp964195175	GCA_964195175.1	382175
136418	Scalindua_A sediminis	GCA_008636105.1	2798304
136419	Subterrananammoxibius californiae	GCA_030586555.1	3063417
136420	CAIUPP01 sp903901045	GCA_903901045.1	120965
136421	JAKJEM01 sp022705425	GCA_022705425.1	2026780
136422	JAADGH01 sp013152475	GCA_013152475.1	2026780
136423	JAADGH01 sp040755855	GCA_040755855.1	2026780
136424	JAKLEA01 sp022711755	GCA_022711755.1	2026780
136425	B1Sed10-231 sp003551305	GCA_003551305.1	2094028
136426	DAOVRD01 sp030628375	GCA_030628375.1	2026780
136427	JAAYEJ01 sp012728835	GCA_012728835.1	2094028
136428	JAGHAF01 sp021161675	GCA_021161675.1	2026780
136429	JAUVVP01 sp030604585	GCA_030604585.1	2026780
136430	JAUWZH01 sp030615435	GCA_030615435.1	2094028
136432	PUMZ01 sp003551565	GCA_003551565.1	2094028
136434	SM23-32 sp001303885	GCA_001303885.1	1704029
136435	DATKVD01 sp035530235	GCA_035530235.1	2026780
136436	JBBIVY01 sp037439485	GCA_037439485.1	2026780
136437	DG-23 sp001302825	GCA_001302825.1	1703414
136438	CALMGO01 sp937863625	GCA_937863625.1	77133
136439	JAGHCE01 sp021160625	GCA_021160625.1	2026780
136440	SLPQ01 sp007131925	GCA_007131925.1	2517210
136441	E44-bin39 sp004376375	GCA_004376375.1	2026780
136442	CAIWVZ01 sp017853435	GCA_017853435.1	2026780
136443	CAIWVZ01 sp903916245	GCA_903916245.1	120965
136444	CAIWVZ01 sp945860915	GCA_945860915.1	174633
136445	DASPNK01 sp035626575	GCA_035626575.1	2026780
136446	DRQF01 sp011369445	GCA_011369445.1	2026780
136447	JACKGY01 sp020639295	GCA_020639295.1	2026780
136448	JACKGY01 sp041601735	GCA_041601735.1	2026780
136449	JAWKSY01 sp041402125	GCA_041402125.1	2026780
136450	JAZGFI01 sp036479435	GCA_036479435.1	2026780
136451	S139-23 sp015485455	GCA_027001995.1	2026780
136452	S139-23 sp024275615	GCA_024275615.1	2026780
136453	GCA-2683135 sp002683135	GCA_002683135.1	2026780
136454	GCA-2683135 sp013213915	GCA_013213915.1	2026780
136455	GCA-2687715 sp002687715	GCA_002687715.1	2026780
136456	RBC034 sp902826835	GCA_902826835.1	77133
136457	SXUL01 sp005790545	GCA_005790545.1	2052181
136458	SXUL01 sp009691765	GCA_009691765.1	2026780
136459	SXUL01 sp945907755	GCA_945907755.1	1882752
136460	GCA-2746535 sp002746535	GCA_002746535.1	2026780
136461	J058 sp003695705	GCA_003695705.1	2026780
136462	JAGQRJ01 sp020425635	GCA_020425635.1	2026780
136463	JAGQRJ01 sp041402045	GCA_041402045.1	2026780
136464	JAMLIC01 sp019636275	GCA_019636275.1	2026780
136465	JAMLIC01 sp023954375	GCA_023954375.1	2026780
136466	JANJTH01 sp024711205	GCA_024711205.1	2026780
136467	JAWLGW01 sp041690735	GCA_041690735.1	2026780
136468	NORP233 sp016765095	GCA_016765095.1	2026780
136469	NORP233 sp937911525	GCA_937911525.1	77133
136470	JACQDU01 sp016200955	GCA_016200955.1	1869227
136471	JAJDCQ01 sp029260755	GCA_029260755.1	2026780
136472	JARGOJ01 sp029210225	GCA_029210225.1	2026780
136473	BPJM01 sp026004615	GCA_026004615.1	2026780
136474	J103 sp003694875	GCA_003694875.1	2026780
136475	JAJDCP01 sp029260765	GCA_029260765.1	2026780
136476	J132 sp003694635	GCA_003694635.1	2026780
136477	JACOTG01 sp016178505	GCA_016178505.1	2026780
136478	JAJDCM01 sp029260825	GCA_029260825.1	2026780
136479	JAUIME01 sp030433195	GCA_030433195.1	1869227
136480	JACQVV01 sp016209595	GCA_016209595.1	2026780
136481	JASMLP01 sp030748635	GCA_030748635.1	2026780
136482	JACQVX01 sp016209495	GCA_016209495.1	2026780
136483	JADGBV01 sp015231345	GCA_015231345.1	2026780
136484	JAHFOS01 sp023261545	GCA_023261545.1	1869227
136485	JAFGQW01 sp016935485	GCA_016935485.1	2026780
136486	JAUHXU01 sp030426805	GCA_030426805.1	1869227
136487	JAJSAM01 sp024274785	GCA_024274785.1	2026780
136488	JAOZQC01 sp029932425	GCA_029932425.1	2026780
136489	JBDLIY01 sp039714635	GCA_039714635.1	2026780
136490	Prado167 sp025459285	GCA_025459285.1	2026780
136491	CALKVK01 sp937996235	GCA_937996235.1	77133
136492	JAIOPE01 sp021414065	GCA_021414065.1	2026780
136493	JAJFFG01 sp021776825	GCA_021776825.1	2026780
136494	JAJRPF01 sp024277065	GCA_024277065.1	2026780
136495	JAJRPF01 sp024280885	GCA_024280885.1	2026780
136496	JAJVHW01 sp022072415	GCA_022072415.1	2026780
136497	JANNHP01 sp031404455	GCA_031404455.1	2052181
136498	JAKLKS01 sp023150535	GCA_023150535.1	2026780
136499	DYIT01 sp020723505	GCA_020723505.1	174633
136500	PPR-0505 sp041308285	GCA_041308285.1	2026780
136501	JAKEIC01 sp022614695	GCA_022614695.1	2053591
136502	JAMOSO01 sp027063065	GCA_027063065.1	2026780
136503	JAPUJT01 sp027296055	GCA_027296055.1	2026780
136504	JBBTDB01 sp038060915	GCA_964530615.1	120965
136505	CAKKQI01 sp919901895	GCA_919901895.1	2094028
136506	DAOWBV01 sp030633885	GCA_030633885.1	2026780
136507	JACQXL01 sp016208805	GCA_016208805.1	2026780
136508	JACRIK01 sp016235865	GCA_016235865.1	2026780
136509	JACRIK01 sp038059695	GCA_038059695.1	2026780
